BRISONr;Treatment;Block;Row;Column;Year;Location;Subtrial;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Crude_protein;Sedimentation;Subblock
BRISONr_131;LN_WF;B2;30;12;2019;KIE;1;282;291;158;NA;70;60.92;636.58;1334.84;40.51;40.29;383.33;NA;NA;NA;NA;NA;NA;NA;9.82;14;SB140
BRISONr_38;LN_WF;B2;31;12;2019;KIE;1;282;291;157;NA;79;74.61;1002.83;1809.17;37.87;37.57;516.67;NA;NA;NA;NA;NA;NA;NA;9.33;24;SB140
BRISONr_169;LN_WF;B2;32;12;2019;KIE;1;282;291;157;NA;84;70.42;738.33;1421.33;36.2;37.1;366.67;NA;NA;NA;NA;NA;NA;NA;9.05;11;SB140
BRISONr_213;LN_WF;B2;29;13;2019;KIE;1;282;291;157;NA;74;67.32;559;1067.33;40.64;41;325;NA;NA;NA;NA;NA;NA;NA;9.45;22;SB152
BRISONr_59;LN_WF;B2;30;13;2019;KIE;1;282;291;160;NA;64;63.12;628;1241.5;38.45;40.57;333.33;NA;NA;NA;NA;NA;NA;NA;9.01;20;SB152
BRISONr_135;LN_WF;B2;31;13;2019;KIE;1;282;291;158;NA;70;52.37;541.67;1083.58;35.74;40.4;283.33;NA;NA;NA;NA;NA;NA;NA;9.97;32;SB152
BRISONr_26;LN_WF;B2;32;13;2019;KIE;1;282;291;157;NA;70;69.31;808.67;1451.5;44.9;45.56;366.67;NA;NA;NA;NA;NA;NA;NA;10.22;27;SB152
BRISONr_92;LN_WF;B3;41;1;2019;KIE;1;282;289;154;205;82;83.09;816.33;1582.25;38.21;37.02;466.67;0;0;0;0.025;NA;NA;NA;9.73;10;SB11
BRISONr_138;LN_WF;B3;42;1;2019;KIE;1;282;289;157;206;73;62.19;540.33;1078.08;37.13;36.04;325;0;0;0;0.05;NA;NA;NA;10.2;33;SB11
BRISONr_50;LN_WF;B3;43;1;2019;KIE;1;282;289;156;205;72;68.53;783.92;1590.83;40.71;38.64;416.67;0;0;0;0.04;NA;NA;NA;11.67;31;SB11
BRISONr_166;LN_WF;B3;44;1;2019;KIE;1;282;289;156;200;82;69.75;650.75;1336.25;39.53;39.21;391.67;0;0;0;0.0175;NA;NA;NA;9.58;12;SB11
BRISONr_31;LN_WF;B3;41;2;2019;KIE;1;282;289;156;205;74;79.88;1011.67;1925.25;40.87;40.06;583.33;0;0;0;0.025;NA;NA;NA;9.67;17;SB23
BRISONr_227;LN_WF;B3;42;2;2019;KIE;1;282;289;155;206;83;84.82;839.42;1535.08;36.43;35.69;458.33;0;0;0;0.003;NA;NA;NA;9.28;17;SB23
BRISONr_228;LN_WF;B3;43;2;2019;KIE;1;282;289;155;204;79;77.73;549.83;1099.17;45.18;40.67;375;0;0;0;0.015;NA;NA;NA;10.47;30;SB23
BRISONr_134;LN_WF;B3;44;2;2019;KIE;1;282;289;156;199;56;53.95;608.08;1251.58;35.46;33.41;441.67;0;0;0;0.015;NA;NA;NA;9.71;32;SB23
BRISONr_20;LN_WF;B3;41;3;2019;KIE;1;282;289;158;206;59;61.54;555.33;1070.5;36.04;35.1;350;0;0;0;0.015;NA;NA;NA;9.21;21;SB35
BRISONr_169;LN_WF;B3;42;3;2019;KIE;1;282;289;155;204;88;76.33;1066.42;2074.58;36.39;35.73;541.67;0;0;0;0.04;NA;NA;NA;10.12;16;SB35
BRISONr_145;LN_WF;B3;43;3;2019;KIE;1;282;289;158;204;70;74.7;765.58;1429.75;38.12;39.41;433.33;0;0;0;0.015;NA;NA;NA;10.38;33;SB35
BRISONr_213;LN_WF;B3;44;3;2019;KIE;1;282;289;155;206;73;75.97;758.75;1420.33;42.54;40.86;408.33;0;0;0;0.025;NA;NA;NA;9.52;24;SB35
BRISONr_80;LN_WF;B3;41;4;2019;KIE;1;282;289;155;205;75;62.95;713.42;1393.17;43.79;42.95;375;0;0;0;0.015;NA;NA;NA;8.02;8;SB47
BRISONr_124;LN_WF;B3;42;4;2019;KIE;1;282;289;156;205;69;66.62;596.5;1183;35.38;33.51;383.33;0;0;0;0.04;NA;NA;NA;8.61;20;SB47
BRISONr_59;LN_WF;B3;43;4;2019;KIE;1;282;289;157;206;77;82.04;664.83;1383.67;41.01;37.93;341.67;0;0;0;0.04;NA;NA;NA;9.72;21;SB47
BRISONr_56;LN_WF;B3;44;4;2019;KIE;1;282;289;156;206;71;76.62;513;1005.75;37.11;32.12;325;0;0;0;0.008;NA;NA;NA;10.78;23;SB47
BRISONr_221;LN_WF;B3;41;5;2019;KIE;1;282;289;156;205;73;59.83;550;1067.66;40.71;39.3;350;0;0;0;0.015;NA;NA;NA;8.26;15;SB59
BRISONr_126;LN_WF;B3;42;5;2019;KIE;1;282;289;156;205;67;58.89;528.5;1080.17;37.99;34.81;358.33;0;0;0;0.015;NA;NA;NA;9.27;17;SB59
BRISONr_143;LN_WF;B3;43;5;2019;KIE;1;282;289;156;204;78;63.97;727.75;1376.5;44.32;43.63;391.67;0;0;0;0.025;NA;NA;NA;10.53;25;SB59
BRISONr_160;LN_WF;B3;44;5;2019;KIE;1;282;289;161;206;75;64.2;593.33;1193.75;39.22;37.7;341.67;0;0;0;0.001;NA;NA;NA;9.71;21;SB59
BRISONr_27;LN_WF;B3;41;6;2019;KIE;1;282;289;157;206;65;58.16;603.75;1226;37.26;36.92;358.33;0;0;0;0.015;NA;NA;NA;10.02;11;SB71
BRISONr_205;LN_WF;B3;42;6;2019;KIE;1;282;289;151;199;83;56.44;528.08;1116.25;33.63;32.13;316.67;0;0;0;0.025;NA;NA;NA;11.17;36;SB71
BRISONr_223;LN_WF;B3;43;6;2019;KIE;1;282;289;156;204;78;86.53;842;1553.08;42.38;39.47;383.33;0;0;0;0.025;NA;NA;NA;8.55;18;SB71
BRISONr_207;LN_WF;B3;44;6;2019;KIE;1;282;291;153;199;60;55.14;554.33;1055.25;36.37;33.74;283.33;0;0;0;0.03;NA;NA;NA;9.71;29;SB71
BRISONr_188;LN_WF;B3;41;7;2019;KIE;1;282;289;154;199;63;49.31;517.83;1063.42;39.88;37.37;316.67;0;0;0;0.015;NA;NA;NA;9.12;24;SB83
BRISONr_222;LN_WF;B3;42;7;2019;KIE;1;282;289;156;206;78;84.01;609.83;1155.42;41.51;40.37;391.67;0;0;0;0.02;NA;NA;NA;10.2;29;SB83
BRISONr_131;LN_WF;B3;43;7;2019;KIE;1;282;291;157;206;71;63.35;686.33;1407.5;42.59;40.41;350;0;0;0;0.025;NA;NA;NA;9.82;19;SB83
BRISONr_26;LN_WF;B3;44;7;2019;KIE;1;282;289;155;205;75;73.25;476.83;951.33;46.2;44.5;333.33;0;0;0;0.015;NA;NA;NA;9.73;25;SB83
BRISONr_110;LN_WF;B3;41;8;2019;KIE;1;282;289;157;206;74;66.67;625;1260.42;38.67;38.59;383.33;0;0;0;0.01;NA;NA;NA;9.84;22;SB95
BRISONr_38;LN_WF;B3;42;8;2019;KIE;1;282;289;154;199;73;72.09;978.25;1797.91;38.09;38.13;525;0;0;0;0.04;NA;NA;NA;8.78;23;SB95
BRISONr_226;LN_WF;B3;43;8;2019;KIE;1;282;289;154;199;70;79.2;839.25;1548;38.06;38.1;433.33;0;0;0;0.015;NA;NA;NA;9.2;17;SB95
BRISONr_135;LN_WF;B3;44;8;2019;KIE;1;282;289;157;205;76;63.51;627;1334.67;40.2;39.95;350;0;0;0;0.06;NA;NA;NA;10.49;32;SB95
BRISONr_67;LN_WF;B3;41;9;2019;KIE;1;282;291;154;206;82;82.73;708.25;1421;42.11;41.79;433.33;0;0;0;0.01;NA;NA;NA;9.99;15;SB107
BRISONr_225;LN_WF;B3;42;9;2019;KIE;1;282;289;156;206;77;78.03;670.08;1248.42;41.85;41.19;283.33;0;0;0;0.015;NA;NA;NA;9.9;25;SB107
BRISONr_164;LN_WF;B3;43;9;2019;KIE;1;282;289;158;206;72;68.25;826.75;1616.17;39.65;38.88;400;0;0;0;0.025;NA;NA;NA;9.84;17;SB107
BRISONr_176;LN_WF;B3;44;9;2019;KIE;1;282;289;155;200;75;54.8;415.25;890.08;39.98;39.54;283.33;0;0;0;0.025;NA;NA;NA;9.48;28;SB107
BRISONr_99;LN_WF;B3;41;10;2019;KIE;1;282;289;153;205;80;84.69;851.83;1636.25;45.43;45.89;425;0;0;0;0.01;NA;NA;NA;9.97;25;SB119
BRISONr_114;LN_WF;B3;42;10;2019;KIE;1;282;289;159;206;74;69.37;486.75;985.92;39.81;37.97;300;0;0;0;0.025;NA;NA;NA;10.12;18;SB119
BRISONr_224;LN_WF;B3;43;10;2019;KIE;1;282;289;157;206;63;73.2;612.58;1130.17;41.95;38.98;283.33;0;0;0;0.025;NA;NA;NA;9.91;32;SB119
BRISONr_158;LN_WF;B3;44;10;2019;KIE;1;282;289;158;206;81;60.39;449.92;965.67;34.11;34.04;291.67;0;0;0;0.025;NA;NA;NA;9.73;15;SB119
BRISONr_162;LN_WF;B3;41;11;2019;KIE;1;282;291;158;206;79;74.3;606.33;1243.67;40.28;38.58;375;0;0;0;0.015;NA;NA;NA;9.44;18;SB131
BRISONr_153;LN_WF;B3;42;11;2019;KIE;1;282;289;156;205;84;76.45;747.83;1487.41;35.81;34.85;508.33;0;0;0;0.025;NA;NA;NA;10.37;29;SB131
BRISONr_69;LN_WF;B3;43;11;2019;KIE;1;282;289;157;206;83;90.38;1053.67;2050.75;38.3;36.93;550;0;0;0;0.015;NA;NA;NA;10.44;13;SB131
BRISONr_121;LN_WF;B3;44;11;2019;KIE;1;282;291;156;206;77;72.21;684.08;1264.5;37.25;38.9;333.33;0;0;0;0.02;NA;NA;NA;9.45;25;SB131
BRISONr_150;LN_WF;B3;41;12;2019;KIE;1;282;291;159;206;78;67.49;488.25;1004.75;41.53;40.38;291.67;0;0;0;0.015;NA;NA;NA;10.39;23;SB143
BRISONr_54;LN_WF;B3;42;12;2019;KIE;1;282;289;156;206;77;76.97;962.83;1764.59;41.17;40.01;525;0;0;0;0.025;NA;NA;NA;9.47;25;SB143
BRISONr_96;LN_WF;B3;43;12;2019;KIE;1;282;289;157;206;84;82.32;1006;1847.42;41.55;41.38;450;0;0;0;0.015;NA;NA;NA;10.25;28;SB143
BRISONr_104;LN_WF;B3;44;12;2019;KIE;1;282;292;157;200;85;73.65;582.08;1078.5;37.87;36.1;333.33;0;0;0;0.025;NA;NA;NA;9.84;20;SB143
BRISONr_71;LN_WF;B3;41;13;2019;KIE;1;282;289;155;205;79;74.15;686.92;1288.42;38.93;38.12;408.33;0;0;0;0.015;NA;NA;NA;10.12;23;SB155
BRISONr_118;LN_WF;B3;42;13;2019;KIE;1;282;291;159;206;80;77.6;562.42;1093.09;37.8;37.61;316.67;0;0;0;0.015;NA;NA;NA;9.76;23;SB155
BRISONr_47;LN_WF;B3;43;13;2019;KIE;1;282;289;157;206;74;76.69;656.83;1281.33;38.49;38.45;416.67;0;0;0;0.015;NA;NA;NA;9.62;24;SB155
BRISONr_102;LN_WF;B3;44;13;2019;KIE;1;282;289;158;206;79;73.38;728.75;1418.75;41.06;40.28;458.33;0;0;0;0.025;NA;NA;NA;9.77;22;SB155
