Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
19;41;BRISONr_139;2020;KAD;LLN_WF;B2;298;NA;212;267;73.50;60.27;NA;NA;22.84;0.61;613;9.40;10.20;45.00;0.43;2.08;1.90;42.76
19;42;BRISONr_51;2020;KAD;LLN_WF;B2;298;NA;223;269;68.50;65.89;NA;NA;20.96;0.63;571;10.30;15.80;51.50;0.43;2.18;2.92;45.04
20;22;BRISONr_32;2020;KAD;LLN_WF;B2;298;NA;224;268;73.50;75.03;NA;NA;22.41;0.57;613;11.30;32.80;51.40;0.43;2.18;2.92;45.04
20;23;BRISONr_155;2020;KAD;LLN_WF;B2;298;NA;224;267;81.50;84.32;NA;NA;20.91;0.52;679;11.00;31.00;51.25;0.38;1.77;4.18;43.72
20;24;BRISONr_200;2020;KAD;LLN_WF;B2;298;NA;219;267;82.00;90.76;NA;NA;22.26;0.50;683;11.10;26.60;46.75;0.37;2.16;3.38;44.54
20;25;BRISONr_181;2020;KAD;LLN_WF;B2;298;NA;218;268;71.50;84.43;NA;NA;24.72;0.56;596;10.70;25.30;48.40;0.34;2.16;3.38;44.54
20;26;BRISONr_40;2020;KAD;LLN_WF;B2;298;NA;219;267;77.00;95.57;NA;NA;21.6;0.57;642;9.60;17.40;56.75;0.44;2.12;3.73;45.36
20;27;BRISONr_162;2020;KAD;LLN_WF;B2;298;NA;211;270;85.00;76.97;NA;NA;21.08;0.54;708;9.60;24.90;25.15;0.40;1.94;3.91;45.97
20;28;BRISONr_138;2020;KAD;LLN_WF;B2;298;NA;219;266;74.50;67.73;NA;NA;19.32;0.53;621;10.30;22.00;47.85;0.39;1.05;3.37;45.17
20;29;BRISONr_49;2020;KAD;LLN_WF;B2;298;NA;222;271;73.50;71.73;NA;NA;23.27;0.54;613;9.70;19.10;46.95;0.29;2.12;3.73;45.36
20;30;BRISONr_50;2020;KAD;LLN_WF;B2;298;NA;225;269;74.00;73.57;NA;NA;20.69;0.53;617;10.00;22.10;44.35;0.37;2.12;3.73;45.36
20;31;BRISONr_170;2020;KAD;LLN_WF;B2;298;NA;216;267;67.00;55.78;NA;NA;24.14;0.59;558;10.30;20.50;41.80;0.41;1.88;1.80;43.67
20;32;BRISONr_93;2020;KAD;LLN_WF;B2;298;NA;223;267;74.00;74.65;NA;NA;24.94;0.56;617;9.40;16.00;47.30;0.41;2.11;1.53;19.07
20;33;BRISONr_20;2020;KAD;LLN_WF;B2;298;NA;212;266;69.00;68.00;NA;NA;21;0.62;575;10.30;11.70;51.80;0.41;2.18;6.14;84.07
20;34;BRISONr_58;2020;KAD;LLN_WF;B2;298;NA;218;264;72.50;74.16;NA;NA;22.88;0.56;604;9.00;15.00;52.10;0.36;1.88;1.80;43.67
20;35;BRISONr_69;2020;KAD;LLN_WF;B2;298;NA;224;270;75.50;76.22;NA;NA;21.71;0.52;629;9.50;12.40;49.75;0.42;2.08;3.20;44.81
20;36;BRISONr_96;2020;KAD;LLN_WF;B2;298;NA;222;269;76.00;71.41;NA;NA;21.81;0.57;633;10.40;14.30;42.20;0.30;1.82;2.22;44.12
20;37;BRISONr_77;2020;KAD;LLN_WF;B2;298;NA;222;269;80.50;70.92;NA;NA;22.24;0.55;671;9.30;13.50;51.20;0.39;2.08;3.20;44.81
20;38;BRISONr_59;2020;KAD;LLN_WF;B2;298;NA;223;269;75.50;72.59;NA;NA;22.02;0.57;629;9.70;12.20;46.65;0.34;2.08;3.20;44.81
20;39;BRISONr_37;2020;KAD;LLN_WF;B2;298;NA;219;266;63.00;64.00;NA;NA;23.7;0.62;525;9.50;9.40;48.00;0.38;1.71;3.04;44.65
20;40;BRISONr_65;2020;KAD;LLN_WF;B2;298;NA;217;266;70.00;69.35;NA;NA;19.73;0.61;583;9.20;8.10;46.00;0.46;1.82;2.22;44.12
20;41;BRISONr_35;2020;KAD;LLN_WF;B2;298;NA;211;267;71.50;63.08;NA;NA;19.94;0.61;596;10.60;13.40;54.70;0.32;1.82;2.22;44.12
20;42;BRISONr_194;2020;KAD;LLN_WF;B2;298;NA;223;267;55.50;46.86;NA;NA;21.21;0.63;463;9.20;16.20;44.20;0.47;1.71;3.04;44.65
21;22;BRISONr_103;2020;KAD;LLN_WF;B2;298;NA;224;269;74.50;73.51;NA;NA;20.02;0.65;621;10.90;18.20;48.15;0.39;2.06;3.37;44.29
21;23;BRISONr_36;2020;KAD;LLN_WF;B2;298;NA;224;268;82.50;80.00;NA;NA;19.8;0.55;688;10.80;22.10;55.20;0.38;2.09;4.39;46.88
21;24;BRISONr_179;2020;KAD;LLN_WF;B2;298;NA;223;268;62.50;86.38;NA;NA;22.89;0.69;521;11.20;23.90;46.15;0.42;1.87;3.41;44.37
21;25;BRISONr_201;2020;KAD;LLN_WF;B2;298;NA;222;267;71.50;82.32;NA;NA;21.77;0.52;596;12.20;44.60;55.10;0.34;2.07;2.46;43.88
21;26;BRISONr_165;2020;KAD;LLN_WF;B2;298;NA;217;266;88.50;90.43;NA;NA;23.38;0.57;738;11.00;27.30;47.75;0.33;2.11;2.94;45.13
21;27;BRISONr_52;2020;KAD;LLN_WF;B2;298;NA;219;266;74.50;76.65;NA;NA;23.3;0.61;621;9.10;18.10;53.20;0.41;2.07;2.46;43.88
21;28;BRISONr_10;2020;KAD;LLN_WF;B2;298;NA;217;272;71.50;77.95;NA;NA;22.34;0.60;596;9.70;27.10;48.40;0.47;1.94;4.01;45.08
21;29;BRISONr_115;2020;KAD;LLN_WF;B2;298;NA;211;270;81.00;84.76;NA;NA;21.95;0.59;675;10.00;16.20;56.95;0.36;1.94;4.01;45.08
21;30;BRISONr_121;2020;KAD;LLN_WF;B2;298;NA;212;268;77.00;76.05;NA;NA;21.33;0.51;642;9.90;17.00;44.85;0.30;1.94;4.01;45.08
21;31;BRISONr_188;2020;KAD;LLN_WF;B2;298;NA;216;271;77.00;70.16;NA;NA;24.9;0.49;642;10.10;23.90;50.60;0.41;1.87;3.34;47.43
21;32;BRISONr_97;2020;KAD;LLN_WF;B2;298;NA;217;268;79.00;75.68;NA;NA;20.68;0.57;658;9.80;15.40;54.55;0.45;1.87;3.34;47.43
21;33;BRISONr_160;2020;KAD;LLN_WF;B2;298;NA;223;267;77.50;72.86;NA;NA;21.18;0.58;646;10.00;17.90;44.65;0.37;1.94;3.62;46.29
21;34;BRISONr_193;2020;KAD;LLN_WF;B2;298;NA;213;271;68.00;75.19;NA;NA;22.57;0.55;567;10.00;22.70;45.40;0.36;1.94;3.62;46.29
21;35;BRISONr_151;2020;KAD;LLN_WF;B2;298;NA;221;273;70.50;72.92;NA;NA;24.13;0.57;588;9.00;19.60;52.45;0.36;2.19;4.10;43.86
21;36;BRISONr_4;2020;KAD;LLN_WF;B2;298;NA;217;271;71.50;82.05;NA;NA;20.46;0.63;596;9.70;18.30;52.30;0.40;2.06;5.52;62.82
21;37;BRISONr_70;2020;KAD;LLN_WF;B2;298;NA;221;266;80.50;73.24;NA;NA;23.58;0.54;671;9.50;18.70;48.40;0.38;2.06;3.33;44.87
21;38;BRISONr_7;2020;KAD;LLN_WF;B2;298;NA;221;266;61.50;78.86;NA;NA;22.69;0.59;513;9.10;9.10;46.70;0.39;2.06;5.52;62.82
21;39;BRISONr_143;2020;KAD;LLN_WF;B2;298;NA;215;271;79.00;69.46;NA;NA;21.98;0.57;658;10.20;19.90;46.85;0.39;2.06;3.33;44.87
21;40;BRISONr_9;2020;KAD;LLN_WF;B2;298;NA;221;270;69.00;72.05;NA;NA;21.48;0.59;575;10.50;26.50;47.55;0.45;2.06;5.52;62.82
21;41;BRISONr_168;2020;KAD;LLN_WF;B2;298;NA;222;266;78.00;68.00;NA;NA;20.84;0.53;650;9.80;10.10;48.90;0.45;2.06;3.33;44.87
21;42;BRISONr_137;2020;KAD;LLN_WF;B2;298;NA;221;268;73.50;70.86;NA;NA;23.02;0.58;613;9.60;17.80;49.95;0.46;1.84;4.64;46.36
22;22;BRISONr_114;2020;KAD;LLN_WF;B2;298;NA;223;268;76.00;68.49;NA;NA;21.78;0.59;633;10.30;16.60;42.35;0.40;1.84;4.64;46.36
22;23;BRISONr_78;2020;KAD;LLN_WF;B2;298;NA;224;268;76.00;87.35;NA;NA;20.89;0.60;633;9.60;6.50;49.80;0.35;1.84;4.64;46.36
22;24;BRISONr_15;2020;KAD;LLN_WF;B2;298;NA;224;267;67.50;80.11;NA;NA;19.51;0.59;563;10.90;23.20;43.25;0.35;2.12;3.94;46.88
22;25;BRISONr_75;2020;KAD;LLN_WF;B2;298;NA;224;268;77.00;72.43;NA;NA;21.49;0.49;642;10.50;21.30;50.30;0.45;2.12;3.94;46.88
22;26;BRISONr_167;2020;KAD;LLN_WF;B2;298;NA;222;269;98.50;79.95;NA;NA;22.08;0.44;821;9.20;11.60;55.85;0.41;2.12;3.94;46.88
22;27;BRISONr_140;2020;KAD;LLN_WF;B2;298;NA;219;269;83.00;72.92;NA;NA;22.96;0.51;692;9.20;15.70;47.80;0.33;2.12;3.94;46.88
22;28;BRISONr_89;2020;KAD;LLN_WF;B2;298;NA;220;270;76.00;80.16;NA;NA;23.85;0.58;633;9.40;17.80;50.45;0.32;2.12;3.94;46.88
22;29;BRISONr_33;2020;KAD;LLN_WF;B2;298;NA;220;271;73.50;89.51;NA;NA;23.67;0.63;613;10.70;28.50;58.90;0.31;2.12;3.94;46.88
22;30;BRISONr_187;2020;KAD;LLN_WF;B2;298;NA;216;267;76.50;61.73;NA;NA;22.76;0.61;638;9.40;23.90;52.15;0.40;2.23;3.90;46.06
22;31;BRISONr_92;2020;KAD;LLN_WF;B2;298;NA;216;267;84.00;86.92;NA;NA;23.95;0.58;700;10.00;20.40;48.00;0.34;1.84;2.81;45.49
22;32;BRISONr_63;2020;KAD;LLN_WF;B2;298;NA;211;264;64.00;77.24;NA;NA;23.23;0.51;533;8.90;13.30;51.85;0.33;1.84;2.81;45.49
22;33;BRISONr_13;2020;KAD;LLN_WF;B2;298;NA;218;264;68.50;92.27;NA;NA;20.52;0.63;571;10.60;13.60;52.05;0.41;1.85;10.30;70.37
22;34;BRISONr_39;2020;KAD;LLN_WF;B2;298;NA;226;268;67.50;80.11;NA;NA;22.54;0.61;563;10.10;16.30;47.95;0.40;1.85;4.72;45.05
22;35;BRISONr_206;2020;KAD;LLN_WF;B2;298;NA;217;264;75.00;55.14;NA;NA;24.06;0.54;625;9.60;5.00;45.75;0.37;1.85;10.30;70.37
22;36;BRISONr_18;2020;KAD;LLN_WF;B2;298;NA;224;266;71.00;78.76;NA;NA;24.12;0.57;592;9.50;14.70;46.95;0.41;1.85;4.72;45.05
22;37;BRISONr_80;2020;KAD;LLN_WF;B2;298;NA;219;266;75.00;73.24;NA;NA;22.72;0.57;625;10.50;14.00;47.85;0.32;1.85;10.30;70.37
22;38;BRISONr_197;2020;KAD;LLN_WF;B2;298;NA;217;265;58.00;44.22;NA;NA;24.7;0.65;483;9.40;17.10;44.40;0.41;1.85;4.72;45.05
22;39;BRISONr_130;2020;KAD;LLN_WF;B2;298;NA;221;265;73.00;68.05;NA;NA;25.16;0.56;608;9.80;10.00;45.95;0.36;1.98;5.38;47.57
22;40;BRISONr_71;2020;KAD;LLN_WF;B2;298;NA;215;267;74.00;75.35;NA;NA;22.22;0.60;617;10.10;13.00;48.90;0.39;1.98;5.38;47.57
22;41;BRISONr_198;2020;KAD;LLN_WF;B2;298;NA;226;268;80.00;62.97;NA;NA;20.6;0.59;667;9.80;20.80;44.25;0.41;1.98;5.38;47.57
22;42;BRISONr_72;2020;KAD;LLN_WF;B2;298;NA;223;269;70.50;64.59;NA;NA;23.24;0.60;588;9.40;17.10;53.55;0.38;1.98;5.38;47.57
23;22;BRISONr_91;2020;KAD;LN_WF;B2;298;NA;223;266;68.00;75.78;NA;NA;24.61;0.57;567;9.00;15.40;48.05;0.39;1.98;5.38;47.57
23;23;BRISONr_211;2020;KAD;LN_WF;B2;298;NA;222;265;80.50;65.08;NA;NA;22.08;0.52;671;8.80;12.90;45.55;0.36;1.98;5.38;47.57
23;24;BRISONr_135;2020;KAD;LN_WF;B2;298;NA;225;267;72.50;74.05;NA;NA;22.32;0.49;604;9.70;10.90;42.75;0.38;1.90;3.23;43.55
23;25;BRISONr_81;2020;KAD;LN_WF;B2;298;NA;224;262;73.00;89.46;NA;NA;20.82;0.59;608;9.30;7.60;54.75;0.48;1.90;3.23;43.55
23;26;BRISONr_55;2020;KAD;LN_WF;B2;298;NA;223;261;84.00;87.68;NA;NA;22.7;0.47;700;9.70;16.20;51.15;0.36;1.90;3.23;43.55
23;27;BRISONr_130;2020;KAD;LN_WF;B2;298;NA;223;266;92.00;75.46;NA;NA;24.1;0.51;767;9.10;4.90;49.20;0.38;2.11;3.93;45.40
23;28;BRISONr_204;2020;KAD;LN_WF;B2;298;NA;221;266;81.50;93.14;NA;NA;22.99;0.58;679;10.40;23.10;48.60;0.34;2.00;3.13;45.38
23;29;BRISONr_200;2020;KAD;LN_WF;B2;298;NA;222;265;81.50;83.03;NA;NA;20.37;0.53;679;8.90;13.80;48.80;0.45;2.00;3.13;45.38
23;30;BRISONr_174;2020;KAD;LN_WF;B2;298;NA;222;266;113.50;70.54;NA;NA;23.08;0.40;946;8.60;5.90;46.50;0.36;1.80;4.04;52.59
23;31;BRISONr_2;2020;KAD;LN_WF;B2;298;NA;221;266;73.50;93.19;NA;NA;21.5;0.61;613;9.40;10.40;56.25;0.36;1.87;3.56;44.25
23;32;BRISONr_144;2020;KAD;LN_WF;B2;298;NA;224;265;88.50;56.97;NA;NA;22.43;0.49;738;9.50;15.30;44.90;0.43;2.05;3.16;44.09
23;33;BRISONr_185;2020;KAD;LN_WF;B2;298;NA;215;267;74.50;81.08;NA;NA;22.79;0.56;621;9.30;9.70;45.65;0.40;2.16;2.37;43.02
23;34;BRISONr_205;2020;KAD;LN_WF;B2;298;NA;216;266;85.50;73.19;NA;NA;22.01;0.43;713;9.40;10.20;39.90;0.39;1.78;2.36;43.72
23;35;BRISONr_177;2020;KAD;LN_WF;B2;298;NA;217;265;65.50;78.32;NA;NA;21.68;0.63;546;10.00;16.50;50.70;0.35;2.12;3.37;45.01
23;36;BRISONr_140;2020;KAD;LN_WF;B2;298;NA;218;263;92.50;38.43;NA;NA;21.56;0.55;771;9.50;14.90;38.65;0.39;2.12;3.49;44.70
23;37;BRISONr_27;2020;KAD;LN_WF;B2;298;NA;223;270;73.00;76.11;NA;NA;23.81;0.58;608;9.20;13.60;47.60;0.43;2.12;3.37;45.01
23;38;BRISONr_166;2020;KAD;LN_WF;B2;298;NA;223;266;82.50;62.76;NA;NA;22.5;0.53;688;9.30;12.50;43.50;0.39;2.12;3.49;44.70
23;39;BRISONr_193;2020;KAD;LN_WF;B2;298;NA;224;266;71.00;73.51;NA;NA;22.69;0.63;592;9.60;12.40;49.05;0.38;2.12;3.49;44.70
23;40;BRISONr_190;2020;KAD;LN_WF;B2;298;NA;224;267;64.50;51.08;NA;NA;22.82;0.58;538;11.60;35.00;46.85;0.38;2.08;2.77;40.07
23;41;BRISONr_19;2020;KAD;LN_WF;B2;298;NA;224;266;63.50;73.24;NA;NA;19.74;0.64;529;9.40;15.10;50.15;0.41;2.18;4.06;45.70
23;42;BRISONr_96;2020;KAD;LN_WF;B2;298;NA;224;266;74.00;77.19;NA;NA;22.28;0.57;617;8.60;7.30;50.00;0.38;2.08;2.77;40.07
24;22;BRISONr_199;2020;KAD;LN_WF;B2;298;NA;222;265;69.50;59.62;NA;NA;21.36;0.55;579;9.20;10.10;44.80;0.41;1.78;2.36;43.72
24;23;BRISONr_63;2020;KAD;LN_WF;B2;298;NA;221;267;76.50;81.08;NA;NA;23.6;0.53;638;8.90;14.50;44.70;0.45;2.07;2.51;42.37
24;24;BRISONr_97;2020;KAD;LN_WF;B2;298;NA;216;260;76.50;84.49;NA;NA;22.7;0.56;638;9.10;14.70;48.15;0.42;2.07;2.51;42.37
24;25;BRISONr_74;2020;KAD;LN_WF;B2;298;NA;216;265;73.00;88.65;NA;NA;21.46;0.53;608;9.30;17.70;49.10;0.44;1.88;3.47;50.18
24;26;BRISONr_208;2020;KAD;LN_WF;B2;298;NA;225;265;89.00;93.14;NA;NA;20.74;0.52;742;9.90;15.90;50.60;0.36;1.88;3.47;50.18
24;27;BRISONr_227;2020;KAD;LN_WF;B2;298;NA;223;266;73.50;88.49;NA;NA;20.19;0.58;613;9.40;12.40;47.70;0.39;1.97;2.72;41.78
24;28;BRISONr_28;2020;KAD;LN_WF;B2;298;NA;224;266;66.50;79.24;NA;NA;23.47;0.57;554;10.00;17.10;47.00;0.37;1.97;2.72;41.78
24;29;BRISONr_188;2020;KAD;LN_WF;B2;298;NA;225;266;79.00;71.84;NA;NA;25.18;0.49;658;9.50;11.80;49.35;0.44;1.86;2.69;42.88
24;30;BRISONr_195;2020;KAD;LN_WF;B2;298;NA;221;266;77.00;68.22;NA;NA;23.3;0.50;642;9.40;13.70;48.60;0.36;1.86;2.69;42.88
24;31;BRISONr_79;2020;KAD;LN_WF;B2;298;NA;215;261;74.50;73.35;NA;NA;23.23;0.53;621;9.10;13.90;47.85;0.37;2.05;3.55;45.92
24;32;BRISONr_82;2020;KAD;LN_WF;B2;298;NA;222;266;68.00;75.30;NA;NA;20.93;0.59;567;9.20;18.70;50.25;0.39;1.96;2.87;45.83
24;33;BRISONr_182;2020;KAD;LN_WF;B2;298;NA;225;266;71.50;67.62;NA;NA;21.73;0.60;596;9.20;11.50;50.65;0.38;1.96;2.87;45.83
24;34;BRISONr_66;2020;KAD;LN_WF;B2;298;NA;217;266;69.50;75.51;NA;NA;24.72;0.61;579;9.30;13.30;46.55;0.35;1.99;3.02;43.15
24;35;BRISONr_175;2020;KAD;LN_WF;B2;298;NA;224;265;88.50;39.73;NA;NA;25.22;0.48;738;8.80;9.20;44.50;0.41;2.07;3.63;44.23
24;36;BRISONr_196;2020;KAD;LN_WF;B2;298;NA;223;268;67.50;42.00;NA;NA;22.76;0.62;563;10.10;19.80;43.80;0.40;2.07;3.63;44.23
24;37;BRISONr_154;2020;KAD;LN_WF;B2;298;NA;224;266;75.00;60.97;NA;NA;22.86;0.62;625;10.90;18.60;50.65;0.35;2.07;3.63;44.23
24;38;BRISONr_209;2020;KAD;LN_WF;B2;298;NA;223;266;81.00;59.08;NA;NA;23.05;0.55;675;9.30;13.30;45.95;0.39;1.99;3.02;43.15
24;39;BRISONr_38;2020;KAD;LN_WF;B2;298;NA;223;269;72.00;69.30;NA;NA;22.83;0.66;600;9.60;14.70;57.35;0.47;1.71;3.49;44.16
24;40;BRISONr_101;2020;KAD;LN_WF;B2;298;NA;223;267;68.50;75.51;NA;NA;20.4;0.64;571;10.20;17.50;52.00;0.39;1.81;2.87;41.47
24;41;BRISONr_104;2020;KAD;LN_WF;B2;298;NA;223;266;73.50;75.24;NA;NA;24.32;0.62;613;9.00;15.30;46.55;0.40;1.72;3.84;43.73
24;42;BRISONr_143;2020;KAD;LN_WF;B2;298;NA;224;266;78.50;77.68;NA;NA;22.62;0.55;654;8.90;10.30;53.30;0.39;1.81;2.87;41.47
25;22;BRISONr_151;2020;KAD;LN_WF;B2;298;NA;225;265;81.00;77.84;NA;NA;23.35;0.55;675;8.80;5.80;46.30;0.40;1.87;4.17;43.10
25;23;BRISONr_8;2020;KAD;LN_WF;B2;298;NA;217;264;70.50;92.49;NA;NA;21.23;0.57;588;9.10;12.90;53.50;0.42;1.87;4.17;43.10
25;24;BRISONr_58;2020;KAD;LN_WF;B2;298;NA;217;264;80.00;86.11;NA;NA;21.21;0.52;667;9.30;21.80;48.50;0.38;1.95;3.25;43.13
25;25;BRISONr_176;2020;KAD;LN_WF;B2;298;NA;222;264;114.00;68.38;NA;NA;21.71;0.45;950;9.10;21.10;45.05;0.35;1.95;3.25;43.13
25;26;BRISONr_202;2020;KAD;LN_WF;B2;298;NA;221;266;81.00;98.86;NA;NA;22.13;0.50;675;10.20;16.90;53.90;0.41;2.03;3.13;43.51
25;27;BRISONr_106;2020;KAD;LN_WF;B2;298;NA;223;266;78.50;81.14;NA;NA;21.34;0.58;654;9.30;16.30;49.45;0.40;2.03;3.13;43.51
25;28;BRISONr_53;2020;KAD;LN_WF;B2;298;NA;220;260;71.50;78.49;NA;NA;24.13;0.56;596;9.70;10.40;49.75;0.37;1.85;2.35;41.43
25;29;BRISONr_42;2020;KAD;LN_WF;B2;298;NA;223;265;72.00;83.41;NA;NA;22.85;0.60;600;9.00;9.30;49.50;0.33;1.85;2.35;41.43
25;30;BRISONr_25;2020;KAD;LN_WF;B2;298;NA;216;266;74.50;74.81;NA;NA;18.48;0.54;621;9.50;11.80;51.85;0.34;2.10;2.92;42.27
25;31;BRISONr_108;2020;KAD;LN_WF;B2;298;NA;223;260;77.50;77.62;NA;NA;20.36;0.58;646;8.60;13.20;52.75;0.42;2.12;3.50;45.34
25;32;BRISONr_150;2020;KAD;LN_WF;B2;298;NA;216;266;79.50;62.16;NA;NA;20.06;0.53;663;10.10;16.60;49.40;0.43;2.10;2.92;42.27
25;33;BRISONr_203;2020;KAD;LN_WF;B2;298;NA;214;264;70.50;70.70;NA;NA;23.68;0.61;588;9.60;8.50;47.50;0.39;2.04;3.48;45.58
25;34;BRISONr_183;2020;KAD;LN_WF;B2;298;NA;223;265;67.50;75.46;NA;NA;24.31;0.59;563;9.10;5.50;54.00;0.38;2.05;2.27;43.97
25;35;BRISONr_136;2020;KAD;LN_WF;B2;298;NA;215;266;71.00;77.14;NA;NA;22.04;0.55;592;9.40;9.40;44.80;0.39;2.05;2.27;43.97
25;36;BRISONr_137;2020;KAD;LN_WF;B2;298;NA;222;266;73.00;68.27;NA;NA;23.93;0.59;608;9.50;17.70;46.30;0.39;2.07;2.23;43.60
25;37;BRISONr_172;2020;KAD;LN_WF;B2;298;NA;219;264;72.00;54.76;NA;NA;21.15;0.57;600;8.70;14.00;40.80;0.40;2.07;2.23;43.60
25;38;BRISONr_128;2020;KAD;LN_WF;B2;298;NA;220;266;77.50;78.00;NA;NA;22.62;0.55;646;9.20;9.00;55.15;0.40;1.89;5.28;66.78
25;39;BRISONr_75;2020;KAD;LN_WF;B2;298;NA;221;268;72.50;68.16;NA;NA;21.53;0.61;604;8.90;10.90;52.50;0.37;2.18;2.63;44.35
25;40;BRISONr_50;2020;KAD;LN_WF;B2;298;NA;225;266;65.50;78.05;NA;NA;22.88;0.59;546;9.40;13.90;51.45;0.38;1.89;3.32;44.02
25;41;BRISONr_178;2020;KAD;LN_WF;B2;298;NA;224;265;63.50;80.38;NA;NA;22.26;0.66;529;8.40;15.30;43.95;0.39;1.89;3.32;44.02
25;42;BRISONr_138;2020;KAD;LN_WF;B2;298;NA;224;265;80.50;72.70;NA;NA;22.63;0.52;671;8.80;7.90;50.35;0.37;1.89;3.32;44.02
26;22;BRISONr_39;2020;KAD;LN_WF;B2;298;NA;222;266;67.00;76.70;NA;NA;25.62;0.59;558;9.20;14.50;53.00;0.37;1.89;5.28;66.78
26;23;BRISONr_44;2020;KAD;LN_WF;B2;298;NA;227;265;75.50;85.41;NA;NA;24.23;0.58;629;8.40;13.60;47.10;0.30;2.18;2.63;44.35
26;24;BRISONr_45;2020;KAD;LN_WF;B2;298;NA;224;265;76.00;82.38;NA;NA;23.38;0.49;633;9.20;15.40;48.45;0.40;2.02;3.22;42.65
26;25;BRISONr_11;2020;KAD;LN_WF;B2;298;NA;222;266;80.00;101.41;NA;NA;20.63;0.58;667;9.50;12.50;55.85;0.40;2.07;4.55;45.88
26;26;BRISONr_89;2020;KAD;LN_WF;B2;298;NA;220;265;87.00;98.70;NA;NA;19.67;0.56;725;9.30;15.40;51.20;0.37;2.02;3.22;42.65
26;27;BRISONr_31;2020;KAD;LN_WF;B2;298;NA;223;266;75.00;80.00;NA;NA;22.51;0.58;625;9.40;15.70;53.50;0.44;2.02;3.22;42.65
26;28;BRISONr_17;2020;KAD;LN_WF;B2;298;NA;222;266;69.50;65.19;NA;NA;24.33;0.59;579;9.90;10.30;49.60;0.34;2.01;3.06;43.40
26;29;BRISONr_189;2020;KAD;LN_WF;B2;298;NA;220;266;60.00;48.86;NA;NA;20.68;0.55;500;9.90;20.20;46.45;0.35;1.75;3.88;45.66
26;30;BRISONr_179;2020;KAD;LN_WF;B2;298;NA;215;265;56.50;59.14;NA;NA;23.74;0.63;471;8.90;9.30;42.60;0.37;2.01;3.06;43.40
26;31;BRISONr_228;2020;KAD;LN_WF;B2;298;NA;220;266;74.00;62.49;NA;NA;18.08;0.57;617;9.00;4.10;51.75;0.31;2.04;2.63;44.40
26;32;BRISONr_157;2020;KAD;LN_WF;B2;298;NA;219;265;78.00;62.97;NA;NA;22.84;0.55;650;9.50;9.80;47.65;0.41;2.07;2.64;43.00
26;33;BRISONr_159;2020;KAD;LN_WF;B2;298;NA;215;264;73.50;62.38;NA;NA;24.06;0.55;613;9.40;6.70;51.75;0.40;2.07;2.64;43.00
26;34;BRISONr_7;2020;KAD;LN_WF;B2;298;NA;222;266;72.50;64.05;NA;NA;21.73;0.60;604;9.60;14.80;53.35;0.42;2.07;2.64;43.00
26;35;BRISONr_212;2020;KAD;LN_WF;B2;298;NA;223;266;71.00;66.65;NA;NA;23;0.62;592;9.50;9.40;45.85;0.40;1.91;2.35;42.92
26;36;BRISONr_169;2020;KAD;LN_WF;B2;298;NA;222;266;72.50;68.16;NA;NA;21.62;0.63;604;9.70;22.60;45.70;0.40;1.91;2.35;42.92
26;37;BRISONr_207;2020;KAD;LN_WF;B2;298;NA;223;269;62.00;79.30;NA;NA;20.93;0.62;517;10.20;14.00;51.25;0.42;1.91;2.35;42.92
26;38;BRISONr_24;2020;KAD;LN_WF;B2;298;NA;220;266;65.00;72.86;NA;NA;24.86;0.61;542;10.00;18.50;47.95;0.39;1.96;2.67;40.97
26;39;BRISONr_165;2020;KAD;LN_WF;B2;298;NA;223;263;85.50;71.78;NA;NA;23.25;0.62;713;9.20;18.00;45.70;0.35;1.82;2.04;44.64
26;40;BRISONr_68;2020;KAD;LN_WF;B2;298;NA;217;266;72.50;71.30;NA;NA;25.79;0.58;604;9.20;15.70;53.25;0.38;2.18;5.52;62.82
26;41;BRISONr_121;2020;KAD;LN_WF;B2;298;NA;224;266;71.50;85.14;NA;NA;25;0.58;596;10.00;21.00;47.85;0.37;1.84;4.55;45.53
26;42;BRISONr_67;2020;KAD;LN_WF;B2;298;NA;224;266;75.50;84.43;NA;NA;26.93;0.54;629;9.10;10.10;48.95;0.39;1.84;4.55;45.53
27;22;BRISONr_29;2020;KAD;LN_WF;B2;298;NA;221;266;74.00;85.24;NA;NA;24.48;0.51;617;8.80;15.60;47.60;0.37;1.91;2.88;44.79
27;23;BRISONr_152;2020;KAD;LN_WF;B2;298;NA;221;258;89.00;89.89;NA;NA;21.12;0.55;742;9.00;16.40;51.65;0.36;1.91;2.88;44.79
27;24;BRISONr_78;2020;KAD;LN_WF;B2;298;NA;215;264;81.00;96.43;NA;NA;22.13;0.59;675;11.30;27.80;53.40;0.37;1.91;2.88;44.79
27;25;BRISONr_83;2020;KAD;LN_WF;B2;298;NA;224;264;81.00;106.97;NA;NA;24.13;0.62;675;9.50;20.70;56.40;0.36;1.98;3.23;44.20
27;26;BRISONr_226;2020;KAD;LN_WF;B2;298;NA;221;266;79.50;61.73;NA;NA;23.49;0.47;663;9.70;17.00;50.65;0.35;1.98;3.23;44.20
